5|(object_3 BLUE BOX,)|a blue cube|a blue cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "cube"\n'|
3|(object_5 ORANGE BOX,)|an orange rectangular box|an orange rectangular box|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "orange"\n      Adjective "rectangular"\n    Noun "box"\n'|
2|(object_5 PURPLE BOX,)|a purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
1|(object_5 PURPLE BOX,)|a tall purple block|a purple block|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "block"\n'|
5|(object_3 BLUE BOX,)|a blue square|a blue square|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "square"\n'|
1|(object_1 BLUE SPHERE,)|a blue sphere|a blue sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "sphere"\n'|
2|(object_5 PURPLE BOX,)|a cube|a cube|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cube"\n'|
1|(object_3 ORANGE BOX,)|an orange square|an orange square|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "square"\n'|
2|(object_1 YELLOW BOX,)|a rectangular cube|a rectangular cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "rectangular"\n    Noun "cube"\n'|
5|(object_4 PURPLE BOX,)|a purple box|a purple box|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "box"\n'|
4|(object_3 GREEN BOX,)|a small green square|a green square|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "square"\n'|
2|(object_1 YELLOW BOX,)|a large yellow cube|a yellow cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "cube"\n'|
2|(object_3 PURPLE BOX,)|a purple block|a purple block|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "block"\n'|
4|(object_3 GREEN BOX,)|a small green cube|a green cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cube"\n'|
2|(object_5 PURPLE BOX,)|a purple colored cube|a purple colored cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "purple"\n      Adjective "colored"\n    Noun "cube"\n'|
5|(object_3 BLUE BOX,)|a blue block|a blue block|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "block"\n'|
4|(object_3 GREEN BOX,)|a green rectangular cube, its sides almost seem to be the same length|a green rectangular cube, its sides seem to be the same length|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "green"\n      Adjective "rectangular"\n    Noun "cube"\n'|
3|(object_1 GREEN CYLINDER,)|a green round block|a green round block|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "green"\n      Adjective "round"\n    Noun "block"\n'|
4|(object_5 YELLOW BOX,)|a yellow flat rectangle|a yellow rectangle|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "rectangle"\n'|
3|(object_1 GREEN CYLINDER,)|a green circle|a green circle|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "circle"\n'|
3|(object_3 ORANGE CYLINDER,)|an orange cylinder|an orange cylinder|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
1|(object_1 BLUE SPHERE,)|a blue ball|a blue ball|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "ball"\n'|
5|(object_3 BLUE BOX,)|a blue cube|a blue cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "cube"\n'|
2|(object_2 PURPLE BOX,)|the cube|the cube|'ReferringExpression\n  Article "the"\n  NounPhrase\n    Noun "cube"\n'|
2|(object_2 PURPLE BOX,)|a cube or similar to one|a cube or similar to one|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cube"\n'|
3|(object_3 ORANGE CYLINDER,)|a short orange cylinder|a orange cylinder|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
5|(object_2 PURPLE SPHERE,)|is a pink ball| a pink ball|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "pink"\n    Noun "ball"\n'|
3|(object_1 GREEN CYLINDER,)|a green cylinder|a green cylinder|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cylinder"\n'|
3|(object_1 GREEN CYLINDER,)|a small green cylinder|a green cylinder|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cylinder"\n'|
1|(object_1 BLUE SPHERE,)|a circle|a circle|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "circle"\n'|
5|(object_1 YELLOW SPHERE,)|a yellow sphere|a yellow sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "sphere"\n'|
5|(object_2 PURPLE SPHERE,)|a small purple sphere|a purple sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "sphere"\n'|
5|(object_1 YELLOW SPHERE,)|a large sphere|a sphere|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "sphere"\n'|
1|(object_1 BLUE SPHERE,)|a blue sphere|a blue sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "sphere"\n'|
5|(object_3 BLUE BOX,)|a blue cube|a blue cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "cube"\n'|
1|(object_1 BLUE SPHERE,)|a blue ball|a blue ball|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "ball"\n'|
1|(object_5 PURPLE BOX,)|the purple rectangle|the purple rectangle|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "rectangle"\n'|
2|(object_5 PURPLE BOX,)|a purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
3|(object_4 GREEN BOX,)|a green box close to the middle of the table|a green box close to the middle of the table|'ExtrinsicReferringExpression\n  Article "a"\n  RelationNounPhrase\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "box"\n    RelationLandmarkPhrase\n      Relation "close to"\n      ExtrinsicReferringExpression\n        Article "the"\n        RelationNounPhrase\n          NounPhrase\n            Noun "middle"\n          RelationLandmarkPhrase\n            PartOfRelation\n              BelongingTag "of"\n            ReferringExpression\n              Article "the"\n              NounPhrase\n                Noun "table"\n'|
4|(object_5 YELLOW BOX,)|the yellow box|the yellow box|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "box"\n'|
1|(object_1 BLUE SPHERE,)|a blue ball|a blue ball|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "ball"\n'|
2|(object_4 GREEN BOX,)|a small green square|a green square|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "square"\n'|
5|(object_4 PURPLE BOX,)|a purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
4|(object_1 RED SPHERE,)|a ball|a ball|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "ball"\n'|
2|(object_1 YELLOW BOX,)|the yellow cube|the yellow cube|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "cube"\n'|
4|(object_4 YELLOW BOX,)|a large yellow block|a yellow block|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "block"\n'|
2|(object_1 YELLOW BOX,)|a small box|a box|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "box"\n'|
1|(object_5 PURPLE BOX,)|a cuboid|a cuboid|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cuboid"\n'|
4|(object_1 RED SPHERE,)|a red ball|a red ball|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "red"\n    Noun "ball"\n'|
4|(object_2 ORANGE CYLINDER,)|an orange cylinder|an orange cylinder|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
4|(object_2 ORANGE CYLINDER,)|an orange cylinder|an orange cylinder|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
2|(object_2 PURPLE BOX,)|a cube|a cube|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cube"\n'|
4|(object_4 YELLOW BOX,)|a rectangular cube|a rectangular cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "rectangular"\n    Noun "cube"\n'|
2|(object_3 PURPLE BOX,)|a purple rectangular cube|a purple rectangular cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "purple"\n      Adjective "rectangular"\n    Noun "cube"\n'|
2|(object_2 PURPLE BOX,)|a purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
3|(object_1 GREEN CYLINDER,)|a small green cylinder|a green cylinder|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cylinder"\n'|
3|(object_5 ORANGE BOX,)|a cuboid|a cuboid|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cuboid"\n'|
3|(object_4 GREEN BOX,)|a rectangular cube standing tall|a rectangular cube |'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "rectangular"\n    Noun "cube"\n'|
1|(object_2 ORANGE CYLINDER,)|the orange cylinder|the orange cylinder|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
5|(object_1 YELLOW SPHERE,)|a yellow sphere|a yellow sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "sphere"\n'|
3|(object_2 BLUE CYLINDER,)|a small blue circle|a blue circle|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "circle"\n'|
3|(object_2 BLUE CYLINDER,)|a cylinder|a cylinder|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cylinder"\n'|
5|(object_2 PURPLE SPHERE,)|a circle|a circle|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "circle"\n'|
1|(object_1 BLUE SPHERE,)|a blue sphere|a blue sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "sphere"\n'|
4|(object_1 RED SPHERE,)|a red sphere|a red sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "red"\n    Noun "sphere"\n'|
5|(object_2 PURPLE SPHERE,)|a small purple sphere|a purple sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "sphere"\n'|
4|(object_2 ORANGE CYLINDER,)|a yellow cylinder|a yellow cylinder|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "cylinder"\n'|
2|(object_3 PURPLE BOX,)|a tall purple box|a purple box|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "box"\n'|
1|(object_5 PURPLE BOX,)|a purple rectangle|a purple rectangle|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "rectangle"\n'|
4|(object_2 ORANGE CYLINDER,)|an orange cylinder|an orange cylinder|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
3|(object_2 BLUE CYLINDER,)|a small blue circular box|a blue circular box|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "blue"\n      Adjective "circular"\n    Noun "box"\n'|
1|(object_1 BLUE SPHERE,)|the sphere|the sphere|'ReferringExpression\n  Article "the"\n  NounPhrase\n    Noun "sphere"\n'|
5|(object_2 PURPLE SPHERE,)|a small purple ball|a purple ball|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "ball"\n'|
4|(object_4 YELLOW BOX,)|a yellow rectangle|a yellow rectangle|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "rectangle"\n'|
2|(object_1 YELLOW BOX,)|a yellow cuboid|a yellow cuboid|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "cuboid"\n'|
4|(object_2 ORANGE CYLINDER,)|an orange cylinder|an orange cylinder|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
1|(object_1 BLUE SPHERE,)|is a blue sphere| a blue sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "sphere"\n'|
3|(object_1 GREEN CYLINDER,)|the green cylinder|the green cylinder|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cylinder"\n'|
3|(object_5 ORANGE BOX,)|an orange block|an orange block|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "block"\n'|
1|(object_1 BLUE SPHERE,)|the blue ball|the blue ball|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "ball"\n'|
2|(object_4 GREEN BOX,)|a small green cube|a green cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cube"\n'|
2|(object_3 PURPLE BOX,)|a purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
5|(object_4 PURPLE BOX,)|a large purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
1|(object_2 ORANGE CYLINDER,)|an orange cylinder|an orange cylinder|'ReferringExpression\n  Article "an"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "orange"\n    Noun "cylinder"\n'|
5|(object_5 GREEN BOX,)|the green cube|the green cube|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cube"\n'|
2|(object_5 PURPLE BOX,)|a small purple cube|a purple cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "purple"\n    Noun "cube"\n'|
5|(object_5 GREEN BOX,)|a small green rectangular prism|a green rectangular prism|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "green"\n      Adjective "rectangular"\n    Noun "prism"\n'|
4|(object_5 YELLOW BOX,)|a yellow rectangular cube|a yellow rectangular cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "yellow"\n      Adjective "rectangular"\n    Noun "cube"\n'|
4|(object_5 YELLOW BOX,)|a flat yellow block|a yellow block|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "yellow"\n    Noun "block"\n'|
4|(object_4 YELLOW BOX,)|a yellow rectangular prism|a yellow rectangular prism|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "yellow"\n      Adjective "rectangular"\n    Noun "prism"\n'|
2|(object_2 PURPLE BOX,)|a big violet colored cube|a violet colored cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    TwoAdjectivePhrase\n      Adjective "violet"\n      Adjective "colored"\n    Noun "cube"\n'|
4|(object_1 RED SPHERE,)|a small red sphere|a red sphere|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "red"\n    Noun "sphere"\n'|
5|(object_3 BLUE BOX,)|a blue cube|a blue cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "cube"\n'|
4|(object_1 RED SPHERE,)|a circle|a circle|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "circle"\n'|
3|(object_5 ORANGE BOX,)|a brown rectangle|a brown rectangle|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "brown"\n    Noun "rectangle"\n'|
4|(object_3 GREEN BOX,)|a small green cube|a green cube|'ReferringExpression\n  Article "a"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "green"\n    Noun "cube"\n'|
2|(object_4 GREEN BOX,)|is a cuboid| a cuboid|'ReferringExpression\n  Article "a"\n  NounPhrase\n    Noun "cuboid"\n'|
1|(object_1 BLUE SPHERE,)|the blue sphere|the blue sphere|'ReferringExpression\n  Article "the"\n  AdjectiveNounPhrase\n    AdjectivePhrase\n      Adjective "blue"\n    Noun "sphere"\n'|
